rel_path,abs_path,size_bytes,size_mb,modified,filename,parent
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-global_position-raw-gps_vel.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-global_position-raw-gps_vel.csv,97032,0.093,2026-01-29T01:53:46,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-global_position-raw-gps_vel.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-global_position-rel_alt.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-global_position-rel_alt.csv,22560,0.022,2026-01-29T01:53:46,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-global_position-rel_alt.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-atm_pressure.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-atm_pressure.csv,151885,0.145,2026-01-29T01:53:46,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-atm_pressure.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-data.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-data.csv,188469,0.18,2026-01-29T01:53:46,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-data.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-data_raw.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-data_raw.csv,579290,0.552,2026-01-29T01:53:46,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-data_raw.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-mag.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-mag.csv,249435,0.238,2026-01-29T01:53:46,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-mag.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-temperature.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-temperature.csv,135509,0.129,2026-01-29T01:53:46,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-imu-temperature.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-local_position-odom.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-local_position-odom.csv,483935,0.462,2026-01-29T01:53:46,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-local_position-odom.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-local_position-pose.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-local_position-pose.csv,130793,0.125,2026-01-29T01:53:47,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-local_position-pose.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-local_position-velocity.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-local_position-velocity.csv,118365,0.113,2026-01-29T01:53:47,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-local_position-velocity.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-airspeed.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-airspeed.csv,227114,0.217,2026-01-29T01:53:47,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-airspeed.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-errors.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-errors.csv,379969,0.362,2026-01-29T01:53:47,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-errors.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-pitch.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-pitch.csv,307953,0.294,2026-01-29T01:53:47,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-pitch.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-roll.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-roll.csv,305293,0.291,2026-01-29T01:53:47,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-roll.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-velocity.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-velocity.csv,538126,0.513,2026-01-29T01:53:47,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-velocity.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-yaw.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-yaw.csv,272126,0.26,2026-01-29T01:53:47,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-nav_info-yaw.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-rc-in.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-rc-in.csv,78315,0.075,2026-01-29T01:53:47,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-rc-in.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-rc-out.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-rc-out.csv,52996,0.051,2026-01-29T01:53:47,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-rc-out.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-setpoint_raw-local.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-setpoint_raw-local.csv,1264773,1.206,2026-01-29T01:53:48,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-setpoint_raw-local.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-setpoint_raw-target_global.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-setpoint_raw-target_global.csv,736780,0.703,2026-01-29T01:53:48,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-setpoint_raw-target_global.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-state.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-state.csv,12641,0.012,2026-01-29T01:53:48,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-state.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-time_reference.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-time_reference.csv,30682,0.029,2026-01-29T01:53:48,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-time_reference.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-vfr_hud.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-vfr_hud.csv,58033,0.055,2026-01-29T01:53:48,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-vfr_hud.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-wind_estimation.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-12-10-11_no_ground_truth/carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-wind_estimation.csv,40293,0.038,2026-01-29T01:53:48,carbonZ_2018-07-18-12-10-11_no_ground_truth-mavros-wind_estimation.csv,carbonZ_2018-07-18-12-10-11_no_ground_truth
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-diagnostics.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-diagnostics.csv,133925,0.128,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-diagnostics.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-failure_status-engines.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-failure_status-engines.csv,1799,0.002,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-failure_status-engines.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavctrl-path_dev.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavctrl-path_dev.csv,352595,0.336,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavctrl-path_dev.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavctrl-rpy.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavctrl-rpy.csv,443278,0.423,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavctrl-rpy.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavlink-from.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavlink-from.csv,3485045,3.324,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavlink-from.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-battery.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-battery.csv,288334,0.275,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-battery.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-compass_hdg.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-compass_hdg.csv,14381,0.014,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-compass_hdg.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-global.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-global.csv,90556,0.086,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-global.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-local.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-local.csv,285951,0.273,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-local.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-raw-fix.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-raw-fix.csv,110107,0.105,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-raw-fix.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-raw-gps_vel.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-raw-gps_vel.csv,62697,0.06,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-raw-gps_vel.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-rel_alt.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-rel_alt.csv,14656,0.014,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-global_position-rel_alt.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-atm_pressure.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-atm_pressure.csv,96515,0.092,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-atm_pressure.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-data.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-data.csv,117784,0.112,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-data.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-data_raw.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-data_raw.csv,371977,0.355,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-data_raw.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-mag.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-mag.csv,160036,0.153,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-mag.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-temperature.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-temperature.csv,85956,0.082,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-imu-temperature.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,315723,0.301,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,85278,0.081,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-15-53-31_1_engine_failure/carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,77271,0.074,2026-01-29T01:53:48,carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,carbonZ_2018-07-18-15-53-31_1_engine_failure
