file,status,column,dtype,n_rows,n_null,null_frac,n_numeric,min,max,mean,std,n_unique
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance5,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance6,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance7,float64,544,0,0.0,544,1e-06,1e-06,1e-06,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance8,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance9,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance10,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance11,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance12,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance13,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance14,float64,544,0,0.0,544,1e-06,1e-06,1e-06,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance15,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance16,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance17,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance18,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance19,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance20,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance21,float64,544,0,0.0,544,1e-06,1e-06,1e-06,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance22,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance23,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance24,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance25,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance26,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance27,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance28,float64,544,0,0.0,544,1e-06,1e-06,1e-06,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance29,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance30,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance31,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance32,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance33,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance34,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.pose.covariance35,float64,544,0,0.0,544,1e-06,1e-06,1e-06,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.twist.linear.x,float64,544,0,0.0,544,9.88338434005,21.8421134269,16.59913254652601,2.13889295186655,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.twist.linear.y,float64,544,0,0.0,544,-5.04482331391,3.91064807691,0.11545909727515656,1.831997153876213,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.twist.linear.z,float64,544,0,0.0,544,-3.59892292466,4.58230917548,-0.08644791723362553,1.090075820097315,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.twist.angular.x,float64,544,0,0.0,544,-1.13595020771,2.04822897911,0.014222944739135955,0.282333334033625,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.twist.angular.y,float64,544,0,0.0,544,-0.679751455784,0.347682505846,-0.06872560384320327,0.1582568086098318,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.twist.angular.z,float64,544,0,0.0,544,-0.55580753088,0.449950039387,-0.060666522035986534,0.16607119072635504,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance0,float64,544,0,0.0,544,0.0001,0.0001,0.00010000000000000002,1.356500072258963e-20,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance1,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance2,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance3,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance4,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance5,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance6,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance7,float64,544,0,0.0,544,0.0001,0.0001,0.00010000000000000002,1.356500072258963e-20,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance8,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance9,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance10,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance11,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance12,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance13,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance14,float64,544,0,0.0,544,0.0001,0.0001,0.00010000000000000002,1.356500072258963e-20,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance15,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance16,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance17,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance18,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance19,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance20,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance21,float64,544,0,0.0,544,0.0001,0.0001,0.00010000000000000002,1.356500072258963e-20,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance22,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance23,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance24,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance25,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance26,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance27,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance28,float64,544,0,0.0,544,0.0001,0.0001,0.00010000000000000002,1.356500072258963e-20,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance29,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance30,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance31,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance32,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance33,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance34,float64,544,0,0.0,544,0.0,0.0,0.0,0.0,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-odom.csv,OK,field.twist.covariance35,float64,544,0,0.0,544,0.0001,0.0001,0.00010000000000000002,1.356500072258963e-20,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,%time,int64,544,0,0.0,544,1.5319438108876283e+18,1.5319439429849943e+18,1.5319438770408233e+18,38275201684.52964,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,field.header.seq,int64,544,0,0.0,544,981.0,1524.0,1252.5,157.1835445161696,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,field.header.stamp,int64,544,0,0.0,544,1.5319438108869238e+18,1.5319439429837258e+18,1.5319438770395617e+18,38275063319.880936,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,field.header.frame_id,str,544,0,0.0,0,,,,,1.0
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,field.pose.position.x,float64,544,0,0.0,544,-221.467880249,191.99937439,-0.0034692609639083616,137.7121806728706,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,field.pose.position.y,float64,544,0,0.0,544,-58.3289413452,202.675262451,78.37709635853044,104.27039316043191,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,field.pose.position.z,float64,544,0,0.0,544,28.3298625946,57.1470947266,48.48677318587059,4.3377027136878565,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,field.pose.orientation.x,float64,544,0,0.0,544,-0.377779402925,0.430355280624,-0.03061765866141356,0.12172961766878361,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,field.pose.orientation.y,float64,544,0,0.0,544,-0.353422174508,0.416341107835,-0.027796669661190716,0.11818697906836874,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,field.pose.orientation.z,float64,544,0,0.0,544,-0.999676047492,0.700998442084,-0.5367747885448902,0.4470339231690522,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-pose.csv,OK,field.pose.orientation.w,float64,544,0,0.0,544,-0.999949664092,0.705449934125,-0.39011888772488457,0.574779925436639,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,OK,%time,int64,544,0,0.0,544,1.531943810890503e+18,1.5319439429852895e+18,1.531943877041062e+18,38275242847.18776,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,OK,field.header.seq,int64,544,0,0.0,544,998.0,1541.0,1269.5,157.1835445161696,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,OK,field.header.stamp,int64,544,0,0.0,544,1.5319438108869238e+18,1.5319439429837258e+18,1.5319438770395617e+18,38275063319.880936,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,OK,field.header.frame_id,str,544,0,0.0,0,,,,,1.0
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,OK,field.twist.linear.x,float64,544,0,0.0,544,-17.8634738922,19.4949512482,0.6411553539496895,13.239414256408974,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,OK,field.twist.linear.y,float64,544,0,0.0,544,-21.5571079254,17.9597644806,-0.8002815568408005,10.3492580211771,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,OK,field.twist.linear.z,float64,544,0,0.0,544,-3.53843426704,5.22584152222,-0.20991578412714637,1.3007555561625206,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,OK,field.twist.angular.x,float64,544,0,0.0,544,-1.13595020771,2.04822897911,0.014222944739135955,0.282333334033625,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,OK,field.twist.angular.y,float64,544,0,0.0,544,-0.679751455784,0.347682505846,-0.06872560384320327,0.1582568086098318,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-local_position-velocity.csv,OK,field.twist.angular.z,float64,544,0,0.0,544,-0.55580753088,0.449950039387,-0.060666522035986534,0.16607119072635504,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-airspeed.csv,OK,%time,int64,2471,0,0.0,2471,1.5319438108613169e+18,1.5319439431756122e+18,1.5319438772262275e+18,38324957397.49878,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-airspeed.csv,OK,field.header.seq,int64,2471,0,0.0,2471,2056.0,4526.0,3291.0,713.4605805508809,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-airspeed.csv,OK,field.header.stamp,int64,2471,0,0.0,2471,1.5319438108600783e+18,1.5319439431747656e+18,1.5319438772246226e+18,38324914996.22662,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-airspeed.csv,OK,field.header.frame_id,str,2471,0,0.0,0,,,,,1.0
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-airspeed.csv,OK,field.commanded,float64,2471,0,0.0,2471,15.0,16.0,15.99565356542752,0.06026500154651055,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-airspeed.csv,OK,field.measured,float64,2471,0,0.0,2471,9.44555187225,20.011089325,15.588205382680968,1.8368980516242397,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-errors.csv,OK,%time,int64,2531,0,0.0,2531,1.5319438108702753e+18,1.5319439431737446e+18,1.53194387710018e+18,38307245180.06651,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-errors.csv,OK,field.header.seq,int64,2531,0,0.0,2531,2093.0,4623.0,3358.0,730.7810889726143,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-errors.csv,OK,field.header.stamp,int64,2531,0,0.0,2531,1.5319438108695107e+18,1.5319439431731336e+18,1.5319438770980058e+18,38307224328.44731,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-errors.csv,OK,field.header.frame_id,str,2531,0,0.0,0,,,,,1.0
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-errors.csv,OK,field.alt_error,float64,2531,0,0.0,2531,-21.6199989319,7.42999982834,-12.951635428692288,4.337588345103486,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-errors.csv,OK,field.aspd_error,float64,2531,0,0.0,2531,-401.108947754,558.742980957,20.50675960738579,163.42037725918703,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-errors.csv,OK,field.xtrack_error,float64,2531,0,0.0,2531,-160.508285522,11.994969368,-11.64207550862167,36.385712776285004,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-errors.csv,OK,field.wp_dist,int64,2531,0,0.0,2531,7.0,328.0,194.7743974713552,82.108282359324,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-pitch.csv,OK,%time,int64,2531,0,0.0,2531,1.5319438108700265e+18,1.5319439431736133e+18,1.5319438770996278e+18,38307223489.35865,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-pitch.csv,OK,field.header.seq,int64,2531,0,0.0,2531,2093.0,4623.0,3358.0,730.7810889726143,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-pitch.csv,OK,field.header.stamp,int64,2531,0,0.0,2531,1.5319438108695242e+18,1.531943943173145e+18,1.5319438770980244e+18,38307221847.7337,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-pitch.csv,OK,field.header.frame_id,str,2531,0,0.0,0,,,,,1.0
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-pitch.csv,OK,field.commanded,float64,2531,0,0.0,2531,-13.5599994659,18.4599990845,1.4352429628558736,5.681751990033072,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-pitch.csv,OK,field.measured,float64,2531,0,0.0,2531,-11.8759078979,17.9902896881,0.7007270878159041,4.07496962840808,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-roll.csv,OK,%time,int64,2531,0,0.0,2531,1.531943810869853e+18,1.531943943173567e+18,1.5319438770992678e+18,38307275099.21691,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-roll.csv,OK,field.header.seq,int64,2531,0,0.0,2531,2093.0,4623.0,3358.0,730.7810889726143,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-roll.csv,OK,field.header.stamp,int64,2531,0,0.0,2531,1.531943810869521e+18,1.5319439431731425e+18,1.5319438770980198e+18,38307222233.89044,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-roll.csv,OK,field.header.frame_id,str,2531,0,0.0,0,,,,,1.0
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-roll.csv,OK,field.commanded,float64,2531,0,0.0,2531,-44.7700004578,44.9500007629,8.055151943848257,18.108226736476404,
carbonZ_2018-07-18-15-53-31_1_engine_failure-mavros-nav_info-roll.csv,OK,field.measured,float64,2531,0,0.0,2531,-55.0516891479,47.9599952698,7.43543145459646,18.573119174319036,
